X,Y,FID,ID,NAME,ADDRESS,ADDRESS2,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCE_DAT,VAL_METHOD,VAL_DATE,WEBSITE,STATE_ID,ALT_NAME,ST_FIPS,OWNER,TTL_STAFF,BEDS,TRAUMA,HELIPAD,DATE_CREAT
-157.85260225899998,21.329581349000019,6014,0000396817,Hawaii Medical Center East,2230 Liliha St,Not Available,Honolulu,HI,96817,Not Available,(808) 547-6011,General Acute Care Hospital,Open,240,Honolulu,15003,US,21.3296,-157.853,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.hawaiimedcen.com/hmc/eastCampus.html,Not Available,Not Available,15,Non-profit,0,240,Not Available,Not Available,2013-08-26T00:00:00.000Z
-73.941680771999984,40.656544997000026,6015,0016411203,Kings County Hospital Center,451 Clarkson Ave,Not Available,Brooklyn,NY,11203,Not Available,(718) 245-2306,General Acute Care Hospital,Open,627,Kings,36047,US,40.6565,-73.9417,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-01-03T00:00:00.000Z,http://www.nyc.gov/html/hhc/kchc/html/home/home.shtml,1301,Not Available,36,Government - Local,0,627,I,Not Available,2013-10-23T00:00:00.000Z
-158.026815337999977,21.37234105200001,6016,0000496706,Hawaii Medical Center West,91-2141  Fort Weaver Rd,Not Available,Ewa Beach,HI,96706,Not Available,(808) 547-6011,General Acute Care Hospital,Open,102,Honolulu,15003,US,21.3723,-158.027,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.hawaiimedcen.com/hmc/westCampus.html,Not Available,Not Available,15,Non-profit,0,102,Not Available,Not Available,2013-08-26T00:00:00.000Z
-73.948710781999978,40.61377099200007,6017,0016511229,New York Community Hospital,2525 Kings Highway,Not Available,Brooklyn,NY,11229,Not Available,(718) 692-5300,General Acute Care Hospital,Open,134,Kings,36047,US,40.6138,-73.9487,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.nych.com,1293,Not Available,36,Non-profit,0,134,Not Available,Not Available,2013-10-23T00:00:00.000Z
-157.815854879999961,21.405132488000042,6018,0000596744,Hawaii State Hospital,45-710 Keaahala Rd,Not Available,Kaneohe,HI,96744,Not Available,(808) 247-2191,Psychiatric Hospital,Open,178,Honolulu,15003,US,21.4051,-157.816,622210,"Hospitals, psychiatric (except convalescent)",https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.hshweb.health.state.hi.us,Not Available,Not Available,15,Government - State,0,178,Not Available,Not Available,2013-08-26T00:00:00.000Z
-73.965332433999947,40.585414381000071,6019,0016611235,Coney Island Hospital,2601 Ocean Parkway,Not Available,Brooklyn,NY,11235,Not Available,(718) 615-4000,General Acute Care Hospital,Open,371,Kings,36047,US,40.5854,-73.9653,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-01-02T00:00:00.000Z,http://www.nyc.gov/html/hhc/html/facilities/coneyisland.shtml,1294,Not Available,36,Government - Local,0,371,Not Available,Not Available,2013-10-23T00:00:00.000Z
-155.112841874,19.718139702000023,6020,0000696720,Hilo Medical Center,1190 Waianuenue Ave,Not Available,Hilo,HI,96720,Not Available,(808) 974-4700,General Acute Care Hospital,Open,276,Hawaii,15001,US,19.7181,-155.113,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Geocode,2014-02-04T00:00:00.000Z,http://www.hmc.hhsc.org,Not Available,Not Available,15,Government - State,0,276,Not Available,Not Available,2013-08-26T00:00:00.000Z
-73.997449255999982,40.690000403000049,6021,0016711201,Long Island College Hospital,339 Hicks St,Not Available,Brooklyn,NY,11201,Not Available,(212) 256-3600,General Acute Care Hospital,Open,506,Kings,36047,US,40.69,-73.9975,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-01-02T00:00:00.000Z,http://downstate.edu/lich/,1302,Not Available,36,Government - State,0,506,Not Available,Not Available,2013-10-23T00:00:00.000Z
-158.034026540999974,21.373936868000037,6022,0000796706,Kahi Mohala,91-2301  Fort Weaver Rd,Not Available,Ewa Beach,HI,96706,Not Available,(808) 671-8511,Psychiatric Hospital,Open,66,Honolulu,15003,US,21.3739,-158.034,622210,"Hospitals, psychiatric (except convalescent)",https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.kahimohala.org,Not Available,Not Available,15,Non-profit,0,66,Not Available,Not Available,2013-08-26T00:00:00.000Z
-73.998452634999978,40.639478875000059,6023,0016811219,Maimonides Medical Center,4802 10Th Ave,Not Available,Brooklyn,NY,11219,Not Available,(718) 283-2838,General Acute Care Hospital,Open,679,Kings,36047,US,40.6395,-73.9985,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.maimonidesmed.org/,1305,Not Available,36,Non-profit,0,679,Not Available,Not Available,2013-10-23T00:00:00.000Z
-157.954296697999951,21.676563792000021,6024,0000896731,Kahuku Medical Center,56-117  Pualalea St,Not Available,Kahuku,HI,96731,Not Available,(808) 293-9221,Long Term Care Hospital,Open,21,Honolulu,15003,US,21.6766,-157.954,622310,"Hospitals, Specialty (Except Psychiatric, Substance Abuse)",https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-03-12T00:00:00.000Z,http://www.hhsc.org/oahu/kahuku/index.html,Not Available,Not Available,15,Government - State,0,21,Not Available,Y,2013-08-26T00:00:00.000Z
-74.020914691999963,40.646563994000076,6025,0016911209,Lutheran Medical Center,150 55Th St,Not Available,Brooklyn,NY,11209,Not Available,(718) 437-5280,General Acute Care Hospital,Open,396,Kings,36047,US,40.6466,-74.0209,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.lmcmc.com,1304,Not Available,36,Non-profit,0,396,I,Not Available,2013-10-23T00:00:00.000Z
-73.978990520999957,40.667761701000074,6026,0017011215,New York Methodist Hospital,506 6Th St,Not Available,Brooklyn,NY,11215,Not Available,(718) 780-3000,General Acute Care Hospital,Open,591,Kings,36047,US,40.6678,-73.979,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.nym.org,1306,Not Available,36,Non-profit,0,591,Not Available,Not Available,2013-10-23T00:00:00.000Z
-157.899927489999982,21.363248472000066,6027,0000996819,Kaiser Foundation Hospital,3288 Moanalua Rd,Not Available,Honolulu,HI,96819,Not Available,(808) 432-0000,General Acute Care Hospital,Open,235,Honolulu,15003,US,21.3632,-157.9,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-03-12T00:00:00.000Z,http://www.kaiserpermanente.org,Not Available,Not Available,15,Non-profit,0,235,Not Available,Y,2013-08-26T00:00:00.000Z
-157.833736466999966,21.300356100000041,6028,0001096826,Kapiolani Medical Center For Women And Children,1319 Punahou St,Not Available,Honolulu,HI,96826,Not Available,(808) 983-6000,Children,Open,225,Honolulu,15003,US,21.3004,-157.834,622210,"Children's hospitals, general",https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.kapiolani.org,Not Available,Not Available,15,Non-profit,0,225,Not Available,Not Available,2013-08-26T00:00:00.000Z
-155.472136037999974,19.199662538000037,6029,0001196777,Kau Hospital,1 Kamani St,Not Available,Pahala,HI,96777,Not Available,(808) 928-2050,General Acute Care Hospital,Open,21,Hawaii,15001,US,19.1997,-155.472,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Geocode,2014-02-04T00:00:00.000Z,http://www.hhsc.org,Not Available,Not Available,15,Government - State,0,21,Not Available,Not Available,2013-08-26T00:00:00.000Z
-89.398568939999961,43.133732168000051,6030,0003153704,MENDOTA MENTAL HLTH INSTITUTE,301 TROY DR,Not Available,Madison,WI,53704,Not Available,(608) 301-1000,Psychiatric Hospital,Open,234,Dane,55025,US,43.1337,-89.3986,622210,"Hospitals, psychiatric (except convalescent)",http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.dhfs.state.wi.us,249,Not Available,55,Government - State,0,234,Not Available,Not Available,2013-10-24T00:00:00.000Z
-73.937368334999974,40.678233044000081,6031,0017111213,Interfaith Medical Center,1545 Atlantic Ave,Not Available,Brooklyn,NY,11213,Not Available,(718) 613-4000,General Acute Care Hospital,Open,287,Kings,36047,US,40.6782,-73.9374,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.interfaithmedical.com,1309,Not Available,36,Non-profit,0,287,Not Available,Not Available,2013-10-23T00:00:00.000Z
-88.836733833999972,43.834692335000057,6032,0003254971,RIPON MED CTR,933 NEWBURY ST,Not Available,Ripon,WI,54971,Not Available,(920) 748-3101,General Acute Care Hospital,Open,25,Fond du Lac,55039,US,43.8347,-88.8367,622210,General Medical And Surgical Hospitals,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.riponmedicalcenter.com,1024,Not Available,55,Non-profit,0,25,Not Available,Not Available,2013-10-24T00:00:00.000Z
-73.933214059999955,40.659016392000062,6033,0017211203,Kingsbrook Jewish Medical Center,1110 Eastern Parkway,Not Available,Brooklyn,NY,11203,Not Available,(718) 604-5000,General Acute Care Hospital,Open,771,Kings,36047,US,40.659,-73.9332,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.kingsbrook.org,1315,Not Available,36,Non-profit,0,771,Not Available,Not Available,2013-10-23T00:00:00.000Z
-159.670559800999968,21.960858124000023,6034,0001296796,Kauai Veterans Memorial Hospital,4643 Waimea Canyon Rd,Not Available,Waimea,HI,96796,Not Available,(808) 338-9431,General Acute Care Hospital,Open,45,Kauai,15007,US,21.9609,-159.671,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-04T00:00:00.000Z,http://www.kvmh.hhsc.org,Not Available,Not Available,15,Government - State,0,45,III,Not Available,2013-08-26T00:00:00.000Z
-89.431847136999977,43.076585409000067,6035,0003353792,UNIVERSITY OF WI HOSPITALS & CLINICS AUTHORITY,600 HIGHLAND AVENUE,Not Available,Madison,WI,53792,Not Available,(608) 263-8991,General Acute Care Hospital,Open,566,Dane,55025,US,43.0766,-89.4318,622210,General Medical And Surgical Hospitals,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery with Other,2014-03-12T00:00:00.000Z,http://www.uwhospital.org,125,Not Available,55,Non-profit,0,566,I,Y,2013-10-24T00:00:00.000Z
-73.917763696999941,40.703964041000063,6036,0017311237,Wyckoff Heights Medical Center,374 Stockholm St,Not Available,Brooklyn,NY,11237,Not Available,(718) 963-7272,General Acute Care Hospital,Open,350,Kings,36047,US,40.704,-73.9178,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.wyckoffhospital.org,1318,Not Available,36,Non-profit,0,350,Not Available,Not Available,2013-10-23T00:00:00.000Z
-155.796829236999969,20.232510416,6037,0001396755,Kohala Hospital,54-383  Hospital Rd,Not Available,Kapaau,HI,96755,Not Available,(808) 889-6211,General Acute Care Hospital,Open,28,Hawaii,15001,US,20.2325,-155.797,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-04T00:00:00.000Z,http://www.koh.hhsc.org,Not Available,Not Available,15,Government - State,0,28,Not Available,Not Available,2013-08-26T00:00:00.000Z
-89.210744351999949,42.920224619000059,6038,0003453589,STOUGHTON HOSPITAL,900 RIDGE ST,Not Available,Stoughton,WI,53589,Not Available,(608) 873-6611,General Acute Care Hospital,Open,35,Dane,55025,US,42.9202,-89.2107,622210,General Medical And Surgical Hospitals,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.stoughtonhospital.com,1046,Not Available,55,Non-profit,0,35,Not Available,Not Available,2013-10-24T00:00:00.000Z
-73.942798317999973,40.618840156000033,6039,0017410003,Beth Israel Brooklyn,10 Union Square East,Not Available,Brooklyn,NY,10003,Not Available,(212) 252-3000,General Acute Care Hospital,Open,212,Kings,36047,US,40.6188,-73.9428,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Imagery with Other,2014-02-10T00:00:00.000Z,http://www.bethisraelny.org/brooklyn/,1324,Not Available,36,Non-profit,0,212,Not Available,Not Available,2013-10-23T00:00:00.000Z
-155.917410034999961,19.520030970000068,6040,0001496750,Kona Community Hospital,79-1019  Haukapila St,Not Available,Kealakekua,HI,96750,Not Available,(808) 322-9311,General Acute Care Hospital,Open,94,Hawaii,15001,US,19.52,-155.917,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.kch.hhsc.org,Not Available,Not Available,15,Non-profit,0,94,Not Available,Not Available,2013-08-26T00:00:00.000Z
-88.696852457999952,43.199090653000034,6041,0003553098,UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,125 HOSPITAL DR,Not Available,Watertown,WI,53098,Not Available,(920) 261-4210,General Acute Care Hospital,Open,55,Dodge,55027,US,43.1991,-88.6969,622210,General Medical And Surgical Hospitals,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.uwphwatertown.com,105,Not Available,55,Non-profit,0,55,Not Available,Not Available,2013-10-24T00:00:00.000Z
-74.004972204999945,40.710349234000041,6042,0017510038,New York Downtown Hospital,170 William St,Not Available,New York,NY,10038,Not Available,(212) 312-5000,General Acute Care Hospital,Open,128,New York,36061,US,40.7104,-74.005,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.downtownhospital.org,1437,Not Available,36,Non-profit,0,128,Not Available,Not Available,2013-10-23T00:00:00.000Z
-92.102632105999987,46.69757314900005,6043,0003654880,ST MARYS HSPTL SUPERIOR,3500 TOWER AVE,Not Available,Superior,WI,54880,Not Available,(715) 817-7000,General Acute Care Hospital,Open,25,Douglas,55031,US,46.6976,-92.1026,622210,General Medical And Surgical Hospitals,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,"http://www.essentiahealth.org/EssentiaHealthStMarysHospitalofSup
eriorFoundation/overview.aspx",1032,Not Available,55,Non-profit,0,25,Not Available,Not Available,2013-10-24T00:00:00.000Z
-157.856944051999989,21.322039974000056,6044,0001596817,Kuakini Medical Center,347 No Kuakini St,Not Available,Honolulu,HI,96817,Not Available,(808) 536-2236,General Acute Care Hospital,Open,94,Honolulu,15003,US,21.322,-157.857,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-10T00:00:00.000Z,http://www.kuakini.org,Not Available,Not Available,15,Non-profit,0,94,Not Available,Not Available,2013-08-26T00:00:00.000Z
-73.975019783999983,40.739133853000048,6045,0017610016,Bellevue Hospital Center,1901 1St Avenue,Not Available,New York,NY,10016,Not Available,(212) 423-6262,General Acute Care Hospital,Open,828,New York,36061,US,40.7391,-73.975,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Imagery with Other,2014-01-03T00:00:00.000Z,http://www.nyc.gov/bellevue,1438,Not Available,36,Government - Local,0,828,I,Not Available,2013-10-23T00:00:00.000Z
-91.512314661999923,44.81280468600005,6046,0003754703,MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,1221 WHIPPLE ST,Not Available,Eau Claire,WI,54703,Not Available,(715) 838-3311,General Acute Care Hospital,Open,204,Eau Claire,55035,US,44.8128,-91.5123,622210,General Medical And Surgical Hospitals,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery,2014-03-12T00:00:00.000Z,http://www.mhs.mayo.edu,48,Not Available,55,Non-profit,0,204,II,Y,2013-10-24T00:00:00.000Z
-73.981901734999951,40.733197989000075,6047,0017710003,Beth Israel Medical Center,16Th St & 1St Ave,Not Available,New York,NY,10003,Not Available,(212) 420-2000,General Acute Care Hospital,Open,856,New York,36061,US,40.7332,-73.9819,622210,General Medical And Surgical Hospitals,https://health.data.ny.gov/Health/Managed-Care-Institutional-Provider-Network-Data-D/ivv7-qybs,2013-06-10T00:00:00.000Z,Geocode,2014-02-10T00:00:00.000Z,http://www.bethisraelny.org,1439,Not Available,36,Non-profit,0,856,Not Available,Not Available,2013-10-23T00:00:00.000Z
-156.357429629999984,20.701402650000031,6048,0001696790,Kula Hospital,100 Keokea Place,Not Available,Kula,HI,96790,Not Available,(808) 878-1221,General Acute Care Hospital,Open,6,Maui,15009,US,20.7014,-156.357,622210,General Medical And Surgical Hospitals,https://data.hawaii.gov/,2013-03-01T00:00:00.000Z,Imagery,2014-02-04T00:00:00.000Z,http://www.hhsc.org,Not Available,Not Available,15,Government - State,0,6,Not Available,Not Available,2013-08-26T00:00:00.000Z
-91.441523123999957,44.77500562300002,6049,0003854701,OAK LEAF SURGCL HSPTL,3802 OAKWOOD MALL DR,Not Available,Eau Claire,WI,54701,Not Available,(715) 831-8130,General Acute Care Hospital,Open,13,Eau Claire,55035,US,44.775,-91.4415,622210,General Medical And Surgical Hospitals,http://www.dhs.wisconsin.gov/bqaconsumer/healthcare/HospitalCty.pdf,2013-07-10T00:00:00.000Z,Imagery,2014-01-13T00:00:00.000Z,http://www.oakleafmedical.com,303,Not Available,55,Proprietary,0,13,Not Available,Not Available,2013-10-24T00:00:00.000Z
